iso3,category,category_name,type,type_name,prop_ssf,source
MNE,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
MNE,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
MNE,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MNE,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MNE,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
MNE,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
MNE,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MNE,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
MOZ,A,Beneficial,A1,Fisheries management,0.48961269827212506,Schuhbauer et al. (2017)
MOZ,A,Beneficial,A2,Fishery research and development,0.5139548120806732,Schuhbauer et al. (2017)
MOZ,A,Beneficial,A3,Marine protected areas,0.7368425589887341,Schuhbauer et al. (2017)
MOZ,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
MOZ,B,Capacity-enhancing,B2,Fisheries development projects,0.2880031994482601,Schuhbauer et al. (2017)
MOZ,B,Capacity-enhancing,B3,Fishing port development,0.78,Schuhbauer et al. (2017)
MOZ,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.1159078960861556,Schuhbauer et al. (2017)
MOZ,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MOZ,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MOZ,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
MOZ,C,Ambiguous,C1,Fisher assistance,0.78000000004002,Schuhbauer et al. (2017)
MOZ,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MOZ,C,Ambiguous,C3,Rural fisher communities,0.9999994690571963,Schuhbauer et al. (2017)
MRT,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
MRT,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
MRT,A,Beneficial,A3,Marine protected areas,0.04300041799575833,Schuhbauer et al. (2017)
MRT,B,Capacity-enhancing,B1,Boat construction and renovation,1,Schuhbauer et al. (2017)
MRT,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
MRT,B,Capacity-enhancing,B3,Fishing port development,0.0363706257642136,Schuhbauer et al. (2017)
MRT,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.5371088421969569,Schuhbauer et al. (2017)
MRT,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.5388920642155627,Schuhbauer et al. (2017)
MRT,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MRT,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
MRT,C,Ambiguous,C1,Fisher assistance,0.7083223326747246,Schuhbauer et al. (2017)
MRT,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MRT,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
MUS,A,Beneficial,A1,Fisheries management,0.12181512292732573,Schuhbauer et al. (2017)
MUS,A,Beneficial,A2,Fishery research and development,0.18851624400181155,Schuhbauer et al. (2017)
MUS,A,Beneficial,A3,Marine protected areas,0.18622041295017722,Schuhbauer et al. (2017)
MUS,B,Capacity-enhancing,B1,Boat construction and renovation,0.5,Schuhbauer et al. (2017)
MUS,B,Capacity-enhancing,B1,Boat construction and renovation,0.5,Schuhbauer et al. (2017)
MUS,B,Capacity-enhancing,B2,Fisheries development projects,0.13586758444760397,Schuhbauer et al. (2017)
MUS,B,Capacity-enhancing,B3,Fishing port development,1,Schuhbauer et al. (2017)
MUS,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.06567336175684153,Schuhbauer et al. (2017)
MUS,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MUS,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MUS,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
MUS,C,Ambiguous,C1,Fisher assistance,0.27000000001648455,Schuhbauer et al. (2017)
MUS,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MUS,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
MYS,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
MYS,A,Beneficial,A2,Fishery research and development,0.22100003593163392,Schuhbauer et al. (2017)
MYS,A,Beneficial,A3,Marine protected areas,0.220999999951012,Schuhbauer et al. (2017)
MYS,B,Capacity-enhancing,B1,Boat construction and renovation,0.574529738156145,Schuhbauer et al. (2017)
MYS,B,Capacity-enhancing,B2,Fisheries development projects,0.4614384748347034,Schuhbauer et al. (2017)
MYS,B,Capacity-enhancing,B3,Fishing port development,0.15442324322644818,Schuhbauer et al. (2017)
MYS,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
MYS,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
MYS,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
MYS,B,Capacity-enhancing,B7,Fuel subsidies,0.14995224457066456,Schuhbauer et al. (2017)
MYS,C,Ambiguous,C1,Fisher assistance,0.6583633759725248,Schuhbauer et al. (2017)
MYS,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
MYS,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
NAM,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
NAM,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
NAM,A,Beneficial,A3,Marine protected areas,4.0485000006355425e-4,Schuhbauer et al. (2017)
NAM,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
NAM,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
NAM,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
NAM,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
NAM,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
NAM,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
NAM,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
NAM,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
NAM,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
NAM,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
NGA,A,Beneficial,A1,Fisheries management,0.3012151114612484,Schuhbauer et al. (2017)
NGA,A,Beneficial,A2,Fishery research and development,0.6815620680001546,Schuhbauer et al. (2017)
NGA,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
NGA,B,Capacity-enhancing,B1,Boat construction and renovation,1,Schuhbauer et al. (2017)
NGA,B,Capacity-enhancing,B2,Fisheries development projects,0.49999964400937624,Schuhbauer et al. (2017)
NGA,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
NGA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
NGA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.6799999999819313,Schuhbauer et al. (2017)
NGA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
NGA,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
NGA,C,Ambiguous,C1,Fisher assistance,0.679999999962849,Schuhbauer et al. (2017)
NGA,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
NGA,C,Ambiguous,C3,Rural fisher communities,0.9999998335740216,Schuhbauer et al. (2017)
NIC,A,Beneficial,A1,Fisheries management,0.7936056335089494,Schuhbauer et al. (2017)
NIC,A,Beneficial,A2,Fishery research and development,0.7500000920199327,Schuhbauer et al. (2017)
NIC,A,Beneficial,A3,Marine protected areas,0.3150687720318674,Schuhbauer et al. (2017)
NIC,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
NIC,B,Capacity-enhancing,B2,Fisheries development projects,0.21821596298102422,Schuhbauer et al. (2017)
NIC,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
NIC,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
NIC,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
NIC,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
NIC,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
NIC,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
NIC,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
NIC,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
NLD,A,Beneficial,A1,Fisheries management,8.303501362517016e-4,Schuhbauer et al. (2017)
NLD,A,Beneficial,A2,Fishery research and development,0.001998902459349344,Schuhbauer et al. (2017)
NLD,A,Beneficial,A3,Marine protected areas,0.00499998199966592,Schuhbauer et al. (2017)
NLD,B,Capacity-enhancing,B1,Boat construction and renovation,0.0018095813183219849,Schuhbauer et al. (2017)
NLD,B,Capacity-enhancing,B2,Fisheries development projects,1.8058773363315727e-4,Schuhbauer et al. (2017)
NLD,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
NLD,B,Capacity-enhancing,B4,Marketing and storage infrastructure,3.276982281129051e-4,Schuhbauer et al. (2017)
NLD,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
NLD,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
NLD,B,Capacity-enhancing,B7,Fuel subsidies,0.0014751400933936888,Schuhbauer et al. (2017)
NLD,C,Ambiguous,C1,Fisher assistance,0.013168523408465168,Schuhbauer et al. (2017)
NLD,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
NLD,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
NOR,A,Beneficial,A1,Fisheries management,0.3950930946944708,Schuhbauer et al. (2017)
NOR,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
NOR,A,Beneficial,A3,Marine protected areas,0.10100001300320373,Schuhbauer et al. (2017)
NOR,B,Capacity-enhancing,B1,Boat construction and renovation,0.19866973034692292,Schuhbauer et al. (2017)
NOR,B,Capacity-enhancing,B2,Fisheries development projects,0.5041273513340927,Schuhbauer et al. (2017)
NOR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
NOR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.02804147319577277,Schuhbauer et al. (2017)
NOR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.08299999998457347,Schuhbauer et al. (2017)
NOR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
NOR,B,Capacity-enhancing,B7,Fuel subsidies,0.10653287256894295,Schuhbauer et al. (2017)
NOR,C,Ambiguous,C1,Fisher assistance,0.016056461537167763,Schuhbauer et al. (2017)
NOR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
NOR,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
NRU,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
NRU,A,Beneficial,A2,Fishery research and development,0.006044064000384069,Schuhbauer et al. (2017)
NRU,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
NRU,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
NRU,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
NRU,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
NRU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
NRU,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
NRU,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
NRU,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
NRU,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
NRU,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
NRU,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
NZL,A,Beneficial,A1,Fisheries management,0.1393817869899431,Schuhbauer et al. (2017)
NZL,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
NZL,A,Beneficial,A3,Marine protected areas,0.1393817629889022,Schuhbauer et al. (2017)
NZL,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
NZL,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
NZL,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
NZL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
NZL,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
NZL,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
NZL,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
NZL,C,Ambiguous,C1,Fisher assistance,1,Schuhbauer et al. (2017)
NZL,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
NZL,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
OMN,A,Beneficial,A1,Fisheries management,0.233050903999627,Schuhbauer et al. (2017)
OMN,A,Beneficial,A2,Fishery research and development,0.1864730880729292,Schuhbauer et al. (2017)
OMN,A,Beneficial,A3,Marine protected areas,0.48252478199166104,Schuhbauer et al. (2017)
OMN,B,Capacity-enhancing,B1,Boat construction and renovation,1,Schuhbauer et al. (2017)
OMN,B,Capacity-enhancing,B2,Fisheries development projects,7.681823530289348e-5,Schuhbauer et al. (2017)
OMN,B,Capacity-enhancing,B3,Fishing port development,0.8050000000439816,Schuhbauer et al. (2017)
OMN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.4024999999713247,Schuhbauer et al. (2017)
OMN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
OMN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
OMN,B,Capacity-enhancing,B7,Fuel subsidies,0.5100000000935291,Schuhbauer et al. (2017)
OMN,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
OMN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
OMN,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
PAK,A,Beneficial,A1,Fisheries management,0.6482898970426318,Schuhbauer et al. (2017)
PAK,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
PAK,A,Beneficial,A3,Marine protected areas,0.6183541600292641,Schuhbauer et al. (2017)
PAK,B,Capacity-enhancing,B1,Boat construction and renovation,0.34019783893371214,Schuhbauer et al. (2017)
PAK,B,Capacity-enhancing,B2,Fisheries development projects,0.6809403151397955,Schuhbauer et al. (2017)
PAK,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
PAK,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
PAK,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
PAK,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
PAK,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
PAK,C,Ambiguous,C1,Fisher assistance,1,Schuhbauer et al. (2017)
PAK,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
PAK,C,Ambiguous,C3,Rural fisher communities,0.9999999943100547,Schuhbauer et al. (2017)
PAN,A,Beneficial,A1,Fisheries management,0.8289890831376837,Schuhbauer et al. (2017)
PAN,A,Beneficial,A2,Fishery research and development,0.1826138279574135,Schuhbauer et al. (2017)
PAN,A,Beneficial,A3,Marine protected areas,0.16399992200850777,Schuhbauer et al. (2017)
PAN,B,Capacity-enhancing,B1,Boat construction and renovation,0.1349999999839518,Schuhbauer et al. (2017)
PAN,B,Capacity-enhancing,B2,Fisheries development projects,0.13522984200274518,Schuhbauer et al. (2017)
PAN,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
PAN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
PAN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.1674117818096044,Schuhbauer et al. (2017)
PAN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
PAN,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
PAN,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
PAN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
PAN,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
PER,A,Beneficial,A1,Fisheries management,0.2799999999898665,Schuhbauer et al. (2017)
PER,A,Beneficial,A2,Fishery research and development,0.19,Schuhbauer et al. (2017)
PER,A,Beneficial,A3,Marine protected areas,0.08552362200526,Schuhbauer et al. (2017)
PER,B,Capacity-enhancing,B1,Boat construction and renovation,0.24999999799219158,Schuhbauer et al. (2017)
PER,B,Capacity-enhancing,B2,Fisheries development projects,0.6810791968404246,Schuhbauer et al. (2017)
PER,B,Capacity-enhancing,B3,Fishing port development,1,Schuhbauer et al. (2017)
PER,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.32467482807416326,Schuhbauer et al. (2017)
PER,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
PER,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
PER,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
PER,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
PER,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
PER,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
PHL,A,Beneficial,A1,Fisheries management,0.5485598647840946,Schuhbauer et al. (2017)
PHL,A,Beneficial,A2,Fishery research and development,0.2547550210104801,Schuhbauer et al. (2017)
PHL,A,Beneficial,A3,Marine protected areas,0.2866242189874934,Schuhbauer et al. (2017)
PHL,B,Capacity-enhancing,B1,Boat construction and renovation,0.5544103574355381,Schuhbauer et al. (2017)
PHL,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
PHL,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
PHL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.008240510581215079,Schuhbauer et al. (2017)
PHL,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
PHL,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
PHL,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
PHL,C,Ambiguous,C1,Fisher assistance,1,Schuhbauer et al. (2017)
PHL,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
PHL,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
PLW,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
PLW,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
PLW,A,Beneficial,A3,Marine protected areas,0.03863811300086756,Schuhbauer et al. (2017)
PLW,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
PLW,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
PLW,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
PLW,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
PLW,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
PLW,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
PLW,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
PLW,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
PLW,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
PLW,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
PNG,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
PNG,A,Beneficial,A2,Fishery research and development,0.04700000501286923,Schuhbauer et al. (2017)
PNG,A,Beneficial,A3,Marine protected areas,0.09405481601353421,Schuhbauer et al. (2017)
PNG,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
PNG,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
PNG,B,Capacity-enhancing,B3,Fishing port development,0.5,Schuhbauer et al. (2017)
PNG,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
PNG,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
PNG,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
PNG,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
PNG,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
PNG,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
PNG,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
POL,A,Beneficial,A1,Fisheries management,0.030000000000000002,Schuhbauer et al. (2017)
POL,A,Beneficial,A2,Fishery research and development,0.03748916300224897,Schuhbauer et al. (2017)
POL,A,Beneficial,A3,Marine protected areas,0.11944436597891062,Schuhbauer et al. (2017)
POL,B,Capacity-enhancing,B1,Boat construction and renovation,0.23290846333124055,Schuhbauer et al. (2017)
POL,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
POL,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
POL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
POL,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.003293188000010539,Schuhbauer et al. (2017)
POL,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
POL,B,Capacity-enhancing,B7,Fuel subsidies,0.09000000000100931,Schuhbauer et al. (2017)
POL,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
POL,C,Ambiguous,C2,Vessel buyback programs,0.3699999998988152,Schuhbauer et al. (2017)
POL,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
PRK,A,Beneficial,A1,Fisheries management,0.23975022012680414,Schuhbauer et al. (2017)
PRK,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
PRK,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
PRK,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
PRK,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
PRK,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
PRK,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
PRK,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
PRK,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
PRK,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
PRK,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
PRK,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
PRK,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
PRT,A,Beneficial,A1,Fisheries management,0.1401159464791357,Schuhbauer et al. (2017)
PRT,A,Beneficial,A2,Fishery research and development,0.37013502803306947,Schuhbauer et al. (2017)
PRT,A,Beneficial,A3,Marine protected areas,0.3701350278363211,Schuhbauer et al. (2017)
PRT,B,Capacity-enhancing,B1,Boat construction and renovation,0.36999999998336575,Schuhbauer et al. (2017)
PRT,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
PRT,B,Capacity-enhancing,B3,Fishing port development,0.5432936139774573,Schuhbauer et al. (2017)
PRT,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
PRT,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
PRT,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
PRT,B,Capacity-enhancing,B7,Fuel subsidies,0.044999999998839794,Schuhbauer et al. (2017)
PRT,C,Ambiguous,C1,Fisher assistance,0.5699999999930415,Schuhbauer et al. (2017)
PRT,C,Ambiguous,C2,Vessel buyback programs,0.37000000006653705,Schuhbauer et al. (2017)
PRT,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
QAT,A,Beneficial,A1,Fisheries management,0.2506381323997188,Schuhbauer et al. (2017)
QAT,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
QAT,A,Beneficial,A3,Marine protected areas,0.6057125130411412,Schuhbauer et al. (2017)
QAT,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
QAT,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
QAT,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
QAT,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.7754090791740492,Schuhbauer et al. (2017)
QAT,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
QAT,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
QAT,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
QAT,C,Ambiguous,C1,Fisher assistance,0.6983287381313741,Schuhbauer et al. (2017)
QAT,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
QAT,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
ROU,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
ROU,A,Beneficial,A2,Fishery research and development,0.9169998978256926,Schuhbauer et al. (2017)
ROU,A,Beneficial,A3,Marine protected areas,0.9169992769303608,Schuhbauer et al. (2017)
ROU,B,Capacity-enhancing,B1,Boat construction and renovation,0.08076534945666082,Schuhbauer et al. (2017)
ROU,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
ROU,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
ROU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.018683886340683846,Schuhbauer et al. (2017)
